产品名称,旅游方式,供应商,等级,景点个数,交通,用餐,自由活动,五分,四分,三分,总评价,出游人数,评价人数,出发地,最低报价,周日报价,周一报价,周二报价,周三报价,周四报价,周五报价,周六报价,跟团地点,旅游线路
洛杉矶+盐湖城+拉斯维加斯+布莱斯峡谷国家公园+圣乔治+大提顿国家公园+黄石国家公园11日10晚跟团游(3钻)·包含1晚黄石木屋+主题项目+羚羊彩穴马蹄湾,跟团游,供应商：57us,10晚3钻,共26个景点，包含17个经典景点：,行车时长30小时,暂无用餐信息,自由活动1次,,,,,,,洛杉矶,8483,￥8483起,￥8483起,￥8483起,￥8483起,￥8483起,,￥8483起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+旧金山+美利坚峡谷8日7晚跟团游(3钻)·拉斯自由行+旧金山深度游+硅谷+洛城接送机,跟团游,供应商：57us,7晚3钻,共12个景点，包含9个经典景点：,行车时长27.2小时,暂无用餐信息,自由活动2次/9小时,,,,,,,洛杉矶,3000,￥3000起,￥3000起,￥3000起,￥3000起,￥3000起,￥3000起,￥3000起,目的地跟团,西海岸
美国旧金山+洛杉矶+拉斯维加斯+大峡谷国家公园+优胜美地国家公园9日8晚跟团游(3钻)·主题乐园3日+升级酒店+旧金山深度+2017特惠,跟团游,供应商：57us,8晚4钻,共29个景点，包含21个经典景点：,行车时长28.8小时,暂无用餐信息,自由活动1次/1小时,,,,,,,旧金山,8640,,,,,,￥8640起,,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+美利坚峡谷7日6晚跟团游(3钻)·主题乐园8选3+洛杉矶接送机+2017特惠,跟团游,供应商：57us,6晚4钻,共22个景点，包含14个经典景点：,行车时长26.4小时,暂无用餐信息,自由活动1次/1小时,,,,,,,洛杉矶,6940,,,,,,,￥6940起,目的地跟团,西海岸
美国旧金山+洛杉矶+拉斯维加斯+大峡谷国家公园8日7晚跟团游(3钻)·拉斯自由行+主题乐园游+17里湾+2017特惠,跟团游,供应商：57us,7晚3钻,共15个景点，包含10个经典景点：,行车时长30.6小时,暂无用餐信息,自由活动2次/9小时,,,,,,,旧金山,4370,￥4370起,￥4370起,￥4370起,￥4370起,￥4370起,￥4370起,￥4370起,目的地跟团,西海岸
美国洛杉矶+旧金山7日6晚跟团游(3钻)·圣芭芭拉+旧金山观光+3日主题乐园+2017特惠,跟团游,供应商：57us,6晚3钻,共18个景点，包含17个经典景点：,行车时长17小时,暂无用餐信息,自由活动1次/1小时,,,,,,,洛杉矶,5970,￥5970起,￥5970起,￥5970起,￥5970起,￥5970起,￥5970起,￥5970起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+大峡谷西峡6日5晚跟团游(3钻)·赌城逍遥行+主题乐园游+LA接送机+2017特惠,跟团游,供应商：57us,5晚3钻,共11个景点，包含6个经典景点：,行车时长20.6小时,暂无用餐信息,自由活动2次/11小时,,,,,,,洛杉矶,2900,￥2900起,￥2900起,￥2900起,￥2900起,￥2900起,￥2900起,￥2900起,目的地跟团,西海岸
美国洛杉矶+旧金山5日4晚跟团游(3钻)·17里湾+升级酒店+洛杉矶接送机+2017特惠,跟团游,供应商：57us,4晚4钻,共13个景点，包含11个经典景点：,行车时长15小时,暂无用餐信息,自由活动1次/10小时,,,,,,,洛杉矶,3700,,,,￥3700起,￥3700起,,,目的地跟团,西海岸
美国旧金山+洛杉矶+拉斯维加斯+大峡谷国家公园+优胜美地国家公园8日7晚跟团游(3钻)·主题乐园2日+星级酒店+旧金山出发+2017特惠,跟团游,供应商：57us,7晚4钻,共24个景点，包含17个经典景点：,行车时长26.8小时,暂无用餐信息,自由活动1次/10小时,,,,,,,旧金山,,,,,,,,,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+美利坚峡谷7日6晚跟团游(3钻)·不夜城拉斯维加斯+主题乐园+2017特惠,跟团游,供应商：57us,6晚3钻,共22个景点，包含14个经典景点：,行车时长23.8小时,暂无用餐信息,自由活动1次/1小时,,,,,,,洛杉矶,5510,￥5510起,￥5510起,￥5510起,￥5510起,￥5510起,￥5510起,￥5510起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+美利坚峡谷6日5晚跟团游(3钻)·不夜城+峡谷探秘+主题乐园2日+2017特惠,跟团游,供应商：57us,5晚3钻,共17个景点，包含10个经典景点：,行车时长21.4小时,暂无用餐信息,自由活动1次/1小时,,,,,,,洛杉矶,4040,￥4040起,￥4040起,￥4040起,￥4040起,￥4040起,￥4040起,￥4040起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+旧金山+美利坚峡谷9日8晚跟团游(3钻)·大峡谷公园+2日主题乐园+LA接机+2017特惠,跟团游,供应商：57us,8晚3钻,共21个景点，包含15个经典景点：,行车时长31.8小时,暂无用餐信息,自由活动1次/1小时,,,,,,,洛杉矶,4306,￥4306起,￥4306起,￥4306起,￥4306起,￥4306起,￥4306起,￥4306起,目的地跟团,西海岸
美国旧金山+洛杉矶+拉斯维加斯+大峡谷国家公园+优胜美地国家公园9日8晚跟团游(3钻)·乐园3日+畅享南加州+旧金山出发+2017特惠,跟团游,供应商：57us,"7晚3钻,1晚4钻",共31个景点，包含23个经典景点：,行车时长26.8小时,暂无用餐信息,自由活动1次/10小时,,,,,,,旧金山,6980,￥6980起,￥6980起,￥6980起,￥6980起,￥6980起,￥6980起,￥6980起,目的地跟团,西海岸
洛杉矶+盐湖城+大提顿国家公园+黄石国家公园7日6晚跟团游·LA往返+大峡谷探秘+拉斯夜景+国家公园群,跟团游,供应商：57us,6晚3钻,共11个景点，包含8个经典景点：,行车时长5小时,暂无用餐信息,暂无自由活动信息,,,,,,,洛杉矶,3380,,,,￥3380起,￥3380起,￥3380起,,目的地跟团,西海岸
美国拉斯维加斯+大峡谷国家公园+佩奇2日1晚跟团游(3钻)·南峡谷壮观景象+上羚羊谷+马蹄湾+66号公路,跟团游,供应商：57us,1晚3钻,共4个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+盐湖城+黄石国家公园+布莱斯峡谷国家公园+大提顿国家公园+旧金山+大峡谷国家公园+塔霍湖+纳帕县11日10晚跟团游(3钻)·旧金山接机+主题乐园+赌城自由行+黄石热卖,跟团游,供应商：57us,"6晚4钻,4晚3钻",共25个景点，包含16个经典景点：,暂无交通信息,暂无用餐信息,自由活动2次,,,,,,,旧金山,8506,￥8506起,￥8506起,￥8506起,￥8506起,￥8506起,￥8506起,￥8506起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+盐湖城+黄石国家公园+布莱斯峡谷国家公园+大提顿国家公园+旧金山+大峡谷国家公园+纳帕+塔霍湖+佩奇10日9晚跟团游(3钻)·17里湾+主题项目任选+赌城自由行+纳帕酒乡,跟团游,供应商：57us,"5晚3钻,4晚4钻",共26个景点，包含17个经典景点：,暂无交通信息,暂无用餐信息,自由活动1次,,,,,,,旧金山,6909,￥6909起,￥6909起,￥6909起,￥6909起,￥6909起,￥6909起,￥6909起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+盐湖城+黄石国家公园+布莱斯峡谷国家公园+大提顿国家公园+大峡谷西峡+旧金山12日11晚跟团游(3钻)·旧金山接机+纵览美西国家公园+2日主题乐园,跟团游,供应商：57us,"7晚4钻,3晚3钻",共29个景点，包含19个经典景点：,暂无交通信息,暂无用餐信息,自由活动1次,,,,,,,旧金山,8742,￥8742起,￥8742起,￥8742起,￥8742起,￥8742起,￥8742起,￥8742起,目的地跟团,西海岸
美国旧金山+洛杉矶+拉斯维加斯+大峡谷国家公园+优胜美地国家公园9日8晚跟团游(3钻)·主题乐园3日+升级酒店+旧金山深度+2017特惠,跟团游,供应商：57us,8晚4钻,共29个景点，包含21个经典景点：,行车时长28.8小时,暂无用餐信息,自由活动1次/1小时,,,,,,,,,,,,,,,,目的地跟团,西海岸
美国旧金山+拉斯维加斯+洛杉矶+卡梅尔+圣巴巴拉+环球影城11日10晚私家团·【只有到过一号公路才……】,私家团,供应商：走四方,"4晚4钻,1晚3钻,1晚3钻或2钻,3晚4钻或3.5钻,1晚3.5钻或3钻",共23个景点，包含14个经典景点：,行车时长15.2小时,7次自理,自由活动1次,,,,,,,旧金山,32730,￥32730起,￥32730起,￥32730起,￥32730起,￥32730起,￥32730起,￥32730起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+洛杉矶+圣地亚哥+纳帕+卡梅尔+圣莫尼卡12日11晚私家团·【我都不敢相信这条线路能这么值得！】,私家团,供应商：走四方,"3晚3钻,4晚4钻,4晚4钻或3.5钻",共30个景点，包含19个经典景点：,行车时长20小时,6次自理,自由活动1次/10小时,,,,,,,旧金山,35590,￥35590起,￥35590起,￥35590起,￥35590起,￥35590起,￥35590起,￥35590起,目的地跟团,西海岸
美国西雅图+斯波坎+黄石国家公园+米苏拉5日4晚跟团游(3钻)·时尚西雅图绝美黄石,跟团游,供应商：走四方,4晚3钻,共17个景点，包含5个经典景点：,暂无交通信息,15次自理,暂无自由活动信息,,,,,,,西雅图,3750,,￥3750起,,,,￥3750起,,目的地跟团,西海岸
美国西雅图+波特兰+黄石国家公园+雷尼尔山国家公园+奥林匹克国家公园11日10晚跟团游(3钻)·两大国家公园及德国村，玩·美西雅图,跟团游,供应商：走四方,10晚3钻,共31个景点，包含10个经典景点：,暂无交通信息,33次自理,暂无自由活动信息,,,,,,,西雅图,8230,,,,￥8230起,,,,目的地跟团,西海岸
美国旧金山+拉斯维加斯+黄石国家公园+大提顿国家公园+大峡谷国家公园10日9晚跟团游(3钻)·欢乐主题之旅,跟团游,供应商：走四方,9晚3钻,共42个景点，包含29个经典景点：,暂无交通信息,2次非自理，28次自理,暂无自由活动信息,,,,,,,旧金山,8180,￥8180起,￥8180起,￥8180起,￥8180起,￥8180起,￥8180起,￥8180起,目的地跟团,西海岸
美国西雅图+黄石国家公园+米苏拉6日5晚跟团游(3钻)·情迷西雅图，盛景黄石虚席以待,跟团游,供应商：走四方,4晚3钻,共22个景点，包含8个经典景点：,暂无交通信息,18次自理,暂无自由活动信息,,,,,,,西雅图,3960,,,,,,￥3960起,,目的地跟团,西海岸
美国西雅图+波特兰5日4晚跟团游(3钻)·波音工厂+太空针塔+两大奥特莱斯美妙之旅,跟团游,供应商：走四方,4晚3钻,共16个景点，包含7个经典景点：,暂无交通信息,15次自理,暂无自由活动信息,,,,,,,,,,,,,,,,目的地跟团,西海岸
美国洛杉矶5日4晚跟团游(3钻)·圣地亚哥+海洋世界+好莱坞环球影城欢乐之旅,跟团游,供应商：走四方,4晚3钻,共24个景点，包含23个经典景点：,暂无交通信息,15次自理,暂无自由活动信息,,,,,,,洛杉矶,7270,￥7270起,￥7270起,￥7270起,￥7270起,￥7270起,￥7270起,￥7270起,目的地跟团,西海岸
美国拉斯维加斯+洛杉矶+大峡谷国家公园5日4晚跟团游(3钻)·胡佛水坝+奥特莱斯+主题项目五选一欢乐购物,跟团游,供应商：走四方,4晚3钻,共10个景点，包含9个经典景点：,暂无交通信息,15次自理,自由活动1次/10小时,,,,,,,拉斯维加斯,3070,￥3070起,￥3070起,￥3070起,￥3070起,￥3070起,￥3070起,￥3070起,目的地跟团,西海岸
美国旧金山+洛杉矶+圣西蒙+纳帕7日6晚私家团(3钻)·【一号公路的风还掺着葡萄酒香】,私家团,供应商：走四方,"4晚3钻,2晚3.5钻或3钻",共19个景点，包含11个经典景点：,行车时长11小时,5次自理,暂无自由活动信息,,,,,,,旧金山,19660,￥19660起,￥19660起,￥19660起,￥19660起,￥19660起,￥19660起,￥19660起,目的地跟团,西海岸
美国旧金山+洛杉矶6日5晚跟团游(3钻)·旧金山行程2选1+主题项目选三缤纷之旅,跟团游,供应商：走四方,5晚3钻,共25个景点，包含22个经典景点：,暂无交通信息,18次自理,暂无自由活动信息,,,,,,,旧金山,7270,￥7270起,￥7270起,￥7270起,￥7270起,￥7270起,￥7270起,￥7270起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+凤凰城+塞多纳+大峡谷国家公园+约圣亚树国家公园8日7晚私家团·【含国家公园门票噢~】,私家团,供应商：走四方,"3晚4钻或3.5钻,2晚4钻,1晚3钻或2钻,1晚3钻",共13个景点，包含5个经典景点：,行车时长20小时,3次自理,自由活动1次/10小时,,,,,,,洛杉矶,22380,￥22380起,￥22380起,￥22380起,￥22380起,￥22380起,￥22380起,￥22380起,目的地跟团,西海岸
美国洛杉矶+圣莫尼卡+圣地亚哥+环球影城+迪士尼（Disney）7日6晚私家团·【影城免排队门票·完美迪士尼】,私家团,供应商：走四方,"5晚4钻或3.5钻,1晚4钻",共12个景点，包含6个经典景点：,行车时长7小时,2次自理,自由活动1次/10小时,,,,,,,洛杉矶,19090,￥19090起,￥19090起,￥19090起,￥19090起,￥19090起,￥19090起,￥19090起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+黄石国家公园+大提顿国家公园+布莱斯峡谷国家公园+大峡谷国家公园8日跟团游(3钻)·羚羊彩穴+马蹄湾+纳帕酒乡+东南双峡,跟团游,供应商：走四方,1晚3钻,共26个景点，包含16个经典景点：,暂无交通信息,2次非自理，22次自理,暂无自由活动信息,,,,,,,旧金山,5870,￥5870起,￥5870起,￥5870起,￥5870起,￥5870起,￥5870起,￥5870起,目的地跟团,西海岸
美国洛杉矶+旧金山+拉斯维加斯+黄石国家公园+大峡谷国家公园11日跟团游(3钻)·羚羊彩穴+纳帕酒乡+东南双峡+主题乐园,跟团游,供应商：走四方,1晚3钻,共37个景点，包含24个经典景点：,暂无交通信息,2次非自理，31次自理,自由活动1次/5小时,,,,,,,洛杉矶,8320,￥8320起,￥8320起,￥8320起,￥8320起,￥8320起,￥8320起,￥8320起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+黄石国家公园+大提顿国家公园+大峡谷国家公园9日跟团游(3钻)·羚羊彩穴+马蹄湾+纳帕酒乡+东南双峡,跟团游,供应商：走四方,1晚3钻,共26个景点，包含16个经典景点：,暂无交通信息,2次非自理，25次自理,自由活动1次/5小时,,,,,,,旧金山,6150,￥6150起,￥6150起,￥6150起,￥6150起,￥6150起,￥6150起,￥6150起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+黄石国家公园+大提顿国家公园+大峡谷国家公园10日跟团游(3钻)·羚羊彩穴+纳帕酒乡+东南双峡+主题乐园,跟团游,供应商：走四方,1晚3钻,共32个景点，包含22个经典景点：,暂无交通信息,2次非自理，28次自理,自由活动1次/5小时,,,,,,,旧金山,8110,￥8110起,￥8110起,￥8110起,￥8110起,￥8110起,￥8110起,￥8110起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+黄石国家公园+大提顿国家公园+大峡谷西峡+旧金山11日跟团游(3钻)·羚羊彩穴+鲍威尔湖盛宴之旅,跟团游,供应商：走四方,1晚3钻,共34个景点，包含22个经典景点：,暂无交通信息,1次非自理，32次自理,暂无自由活动信息,,,,,,,洛杉矶,6850,￥6850起,￥6850起,￥6850起,￥6850起,￥6850起,￥6850起,￥6850起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+盐湖城+黄石国家公园+大提顿国家公园+布莱斯峡谷国家公园6日跟团游(3钻)·羚羊彩穴+鲍威尔湖七彩黄石之旅,跟团游,供应商：走四方,1晚3钻,共17个景点，包含8个经典景点：,暂无交通信息,1次非自理，17次自理,暂无自由活动信息,,,,,,,洛杉矶,4540,,,￥4540起,￥4540起,￥4540起,￥4540起,￥4540起,目的地跟团,西海岸
美国丹佛+黄石国家公园+大提顿国家公园+盐湖城+拉斯维加斯8日跟团游(3钻)·总统巨石+西峡谷玻璃桥纵横之旅,跟团游,供应商：走四方,1晚3钻,共23个景点，包含14个经典景点：,暂无交通信息,24次自理,自由活动1次/4小时,,,,,,,丹佛,5030,,,,￥5030起,,,￥5030起,目的地跟团,西海岸
美国拉斯维加斯+洛杉矶5日跟团游·开心旅程,跟团游,供应商：走四方,4晚3钻,共19个景点，包含18个经典景点：,暂无交通信息,15次自理,暂无自由活动信息,,,,,,,拉斯维加斯,3350,￥3350起,￥3350起,￥3350起,￥3350起,￥3350起,￥3350起,￥3350起,目的地跟团,西海岸
美国拉斯维加斯+洛杉矶+旧金山7日跟团游·精彩走美西,跟团游,供应商：走四方,6晚3钻,共27个景点，包含19个经典景点：,暂无交通信息,21次自理,暂无自由活动信息,,,,,,,拉斯维加斯,4050,￥4050起,￥4050起,￥4050起,￥4050起,￥4050起,￥4050起,￥4050起,目的地跟团,西海岸
美国拉斯维加斯+洛杉矶5日跟团游·欢乐主题乐园之旅,跟团游,供应商：走四方,4晚3钻,共13个景点，包含10个经典景点：,行车时长1小时,15次自理,自由活动1次/10小时,,,,,,,拉斯维加斯,2440,￥2440起,￥2440起,￥2440起,￥2440起,￥2440起,￥2440起,￥2440起,目的地跟团,西海岸
美国旧金山+洛杉矶7日跟团游·缤纷旅程,跟团游,供应商：走四方,6晚3钻,共36个景点，包含26个经典景点：,暂无交通信息,21次自理,暂无自由活动信息,,,,,,,旧金山,6640,￥6640起,￥6640起,￥6640起,￥6640起,￥6640起,￥6640起,￥6640起,目的地跟团,西海岸
美国洛杉矶+盐湖城+黄石国家公园+拉斯维加斯+旧金山10日9晚跟团游(3钻)·一房难求小木屋，美西黄石一次玩转,跟团游,供应商：走四方,9晚3钻,共40个景点，包含26个经典景点：,暂无交通信息,3次非自理，27次自理,自由活动1次/4小时,,,,,,,洛杉矶,8040,￥8040起,￥8040起,￥8040起,￥8040起,￥8040起,￥8040起,￥8040起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+黄石国家公园+大提顿国家公园+大峡谷国家公园10日9晚跟团游(3钻)·羚羊谷马蹄湾+小木屋限时限量旧金山进出,跟团游,供应商：走四方,9晚3钻,共39个景点，包含28个经典景点：,暂无交通信息,2次非自理，28次自理,暂无自由活动信息,,,,,,,旧金山,9860,￥9860起,￥9860起,￥9860起,￥9860起,￥9860起,￥9860起,￥9860起,目的地跟团,西海岸
